RT,Area,Metabolite,Confidence,SampleID
6.8369,2.19E+04,D-(-)-Norvaline,56.60%,M11-5
18.268,2.18E+04,"Anthracene, 9-(N,N-bis[2-(diethylamino)ethyl]amino-1-butyl)-",65.89%,M11-5
8.2067,2.17E+04,"3,5-Methano-2,3,4,5(1H)-tetrahydrobenzo(b)azepin-2-one",43.16%,M11-5
16.554,2.15E+04,"1,3-Benzenediol, o-(2-furoyl)-",78.71%,M11-5
21.4332,2.14E+04,"á-d-Glucopyranoside, 2-[[4-(trimethylsilyl)oxy]phenyl]ethyl, tetrakis(trimethylsilyl) ",45.37%,M11-5
20.2885,2.12E+04,"Butanoic acid, 2-(pentafluoropropionylamino)-, isopropyl ester, D-",55.19%,M11-5
7.418,2.12E+04,Phenyl-pentamethyl-disiloxane,62.06%,M11-5
12.6533,2.10E+04,"(2-Methoxy-1,3,2-thiozin)[5,10,9]androstan-17-ol-3,11-dione, acetate",65.09%,M11-5
10.9307,2.05E+04,"Pyridine, 2,4,6-triphenyl-, 1-oxide",59.49%,M11-5
11.7038,2.01E+04,N'-(1H-Indol-3-ylmethylene)benzohydrazide ditms,50.96%,M11-5
10.7751,1.99E+04,"1,2-Cyclohexanedicarboxylic acid, bis(trimethylsilyl) ester",44.12%,M11-5
20.1571,1.98E+04,"á-d-Glucopyranoside, 2-[[4-(trimethylsilyl)oxy]phenyl]ethyl, tetrakis(trimethylsilyl) ",75.41%,M11-5
14.6406,1.94E+04,"Chromium, bis[(1,2,3,4,5,6-ü)-1,1'-biphenyl]-",84.70%,M11-5
13.9661,1.85E+04,"2-Hydroxymandelic acid, ethyl ester, di-TMS",74.52%,M11-5
8.1237,1.81E+04,"1H-Pyrrolo[2,3-b]pyridine, 1-methyl-",41.95%,M11-5
7.859,1.79E+04,"Thiazolo[4,5-f]quinoline, 2,7,9-trimethyl-",72.38%,M11-5
16.848,1.75E+04,MALTOTRIOSE,57.96%,M11-5
18.7434,1.70E+04,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",52.91%,M11-5
21.477,1.70E+04,"4-Chlorobutyramide, N-[2-thiazolyl]-",63.59%,M11-5
16.2163,1.68E+04,"Butanoic acid, 2-(pentafluoropropionylamino)-, isopropyl ester, L-",59.73%,M11-5
8.2793,1.68E+04,"Sarcosine, N-(2-methoxyethoxycarbonyl)-, octadecyl ester",56.17%,M11-5
9.3171,1.68E+04,"Hydrazine, butyl-",41.41%,M11-5
20.3197,1.61E+04,p-Octadecyloxyaniline,72.29%,M11-5
21.3957,1.61E+04,"2-Chloro-3,6-diphenyl-3,4-dihydro-2H-1,3,2-oxazaphosphinine 2-oxide  #",45.91%,M11-5
21.0203,1.61E+04,"Pentane, 5-bromo-1,1,1-trifluoro-",63.91%,M11-5
9.0317,1.58E+04,Isoparvifuran,74.67%,M11-5
10.3496,1.55E+04,"1,1':4',1'':4'',1'''-Quaterphenyl",57.26%,M11-5
12.3057,1.54E+04,"3-Butyl-2-methyl-6,7-dihydro-5H-cyclopenta[b]pyridine-4-amine",74.65%,M11-5
15.866,1.54E+04,2-(para-Chlorobenzyl)-pyridine,80.05%,M11-5
12.3732,1.52E+04,"Pregn-5-ene-20-methanol, 3-[(tetrahydro-2H-pyran-2-yl)oxy]-, (3á)-",55.70%,M11-5
19.2626,1.51E+04,"Acetamide, N-(4-methylphenyl)-2-(3,4-dihydro-3-methyl-4-oxo-1-phthalazinyl)-",71.93%,M11-5
9.9086,1.50E+04,"Silane, (chloromethyl)ethoxydimethyl-",54.75%,M11-5
7.7086,1.46E+04,"à-l-Galactofuranoside, methyl 6-deoxy-2,3,5-tris-O-(trimethylsilyl)-",58.04%,M11-5
15.4594,1.46E+04,"Methanone, (4-benzyl-1-piperidyl)(2-phenylcyclopropyl)-",55.70%,M11-5
8.7826,1.45E+04,"3,9-Dioxa-2,10-disilaundecan-5-one, 2,2,10,10-tetramethyl-6,7-bis[(trimethylsilyl)oxy]-, (R*,R*)-",42.84%,M11-5
11.0708,1.44E+04,"Dodecanoic acid, trimethylsilyl ester",53.56%,M11-5
14.7963,1.43E+04,"1,3-Dioxolane",50.37%,M11-5
20.4448,1.41E+04,"7-Chloro-2,3-dihydro-3-(4-nitrobenzylidene)-5-phenyl-1H-1,4-benzodiazepin-2-one",53.63%,M11-5
22.0274,1.39E+04,"1,4-Naphthalenediol dibenzoate",59.85%,M11-5
20.7388,1.38E+04,"1,3-Dipentyl-heptabarbital",57.00%,M11-5
8.4142,1.37E+04,"1,1,1,3,5,7,7,7-Octamethyl-3,5-bis(trimethylsiloxy)tetrasiloxane",61.67%,M11-5
10.6038,1.33E+04,"[10787] benzene-1,2,4-triol [14.164]",66.27%,M11-5
9.81,1.29E+04,"4,4-Dimethyl-1,2,3,4-tetrahydro-ç-carboline",50.77%,M11-5
21.0829,1.29E+04,"Isoquinoline, 3,4-dihydro-6,7-dimethoxy-1-[4-hydroxybenzyl]-",40.16%,M11-5
23.3723,1.27E+04,"1,1,1,3,5,5,5-Heptamethyltrisiloxane",41.64%,M11-5
19.9882,1.23E+04,"Pyrimidine, 2-chloro-5-methoxy-4,6-diphenyl-",46.03%,M11-5
7.1845,1.21E+04,"Butylphosphonic acid, di(2-chlorophenyl) ester",40.02%,M11-5
18.7934,1.20E+04,"Phosphorimidic trichloride, [(nonafluorobutyl)sulfinyl]-",40.02%,M11-5
6.3751,1.20E+04,"4-Ethylbenzoic acid, tridec-2-ynyl ester",65.09%,M11-5
8.985,1.20E+04,"Pyrrolidine-2,3-dione, 1-(1,1-dimethylethyl)-",43.90%,M11-5
19.0874,1.19E+04,"Benzo[b]naphtho[1,2-d]thiophene, 6a,11b-dihydro-, 7,7-dioxide",46.69%,M11-5
7.0911,1.18E+04,"7-Ethyl-6,8-dimethyl-7H-[1,2,3,4,5] pentathiepino[6,7-c]pyrrole",49.27%,M11-5
13.8519,1.16E+04,"Silane, (hexadecyloxy)dimethyl-2-propenyl-",64.12%,M11-5
9.1199,1.12E+04,"2-[2-(2,5-Dioxo-1-pyrrolidinyl)phenyl]acetic acid",51.17%,M11-5
11.5534,1.11E+04,"6H-Dibenzo[b,d]pyran-6-one, 7,9-dihydroxy-3-methoxy-1-methyl-",72.68%,M11-5
17.8489,1.11E+04,"Adenosine, 3'-deoxy-3'-[[2-(dimethylamino)-3-(4-methoxyphenyl)-1-oxopropyl]amino]-N,N-dimethyl-, 2',5'-diacetate, (S)-",69.22%,M11-5
16.2288,1.10E+04,"D-Glucose, 3-O-[6-deoxy-2,3,4-tris-O-(trimethylsilyl)-à-L-mannopyranosyl]-2,4,5,6-tetrakis-O-(trimethylsilyl)-",55.84%,M11-5
6.9822,1.09E+04,"3H-1,3-Benzodiazepine, 4,5-dihydro-2-methyl-",40.04%,M11-5
8.627,1.09E+04,6-(Adamantyl-1)naphthol-2,69.71%,M11-5
16.1349,1.08E+04,"6-Methyl-2-phenyl-7-(2,4,5-trimethylphenylmethyl) indolizine",57.87%,M11-5
8.3572,1.07E+04,"1,3-Butadiyne",89.25%,M11-5
8.8449,1.06E+04,p-Cyanophenyl p-(2-methylbutoxy)benzoate,65.44%,M11-5
13.5095,1.04E+04,"3-Phenyl-7-(2-amino-4-diethylamino-1,3,5-triazin-6-yl)aminocoumarin",43.79%,M11-5
13.717,1.00E+04,"4-Phosphorinanone, 1-methyl-",79.04%,M11-5
20.0508,9.64E+03,"Quinoline, 2-(phenylazo)-",94.13%,M11-5
8.8708,9.45E+03,N-(Heptafluorobutyryl)alanine propyl ester,70.90%,M11-5
12.7986,9.44E+03,"3-Penten-2-one, 4-butoxy-",76.72%,M11-5
24.4858,9.40E+03,"Propanedinitrile, 2-bis(3,3-dimethyl-2-oxobutylthio)methylene-",45.79%,M11-5
7.2208,9.09E+03,"2(1H)-Pyridinone, 3-acetyl-4-hydroxy-6-methyl-",71.50%,M11-5
13.7793,9.04E+03,1-[2-(Adamantan-1-yloxy)-ethyl]-3-phenyl-thiourea,49.59%,M11-5
11.185,9.03E+03,"2,2'-Ditrimethylsiloxybiphenyl",75.79%,M11-5
17.974,9.02E+03,"Cholestane, 3,3-ethylenedithio-",69.12%,M11-5
8.8916,8.81E+03,1-Diphenyl(tert-butyl)silyloxy-4-methoxybenzene,72.14%,M11-5
24.8924,8.77E+03,"1,4-Dihydro-2-isopropyl-6-phenylnicotinonitrile",42.72%,M11-5
14.1581,8.64E+03,"3,5,6,7,8,2',4',5'-Octamethoxyflavone",40.16%,M11-5
7.3921,8.64E+03,"Sulfur, pentafluoromethyl-,",71.33%,M11-5
17.9302,8.41E+03,"1,2-Dihydroxyanthraquinone, O,O'-bis(trimethylsilyl)-",72.20%,M11-5
8.1859,8.41E+03,"l-Alanine, N-neopentyloxycarbonyl-, dodecyl ester",54.71%,M11-5
14.5524,8.29E+03,Tetrakis(pentafluorobenzoyl)-hydrazine,67.12%,M11-5
8.9538,8.29E+03,"9H-Fluorene, 1,9-dimethyl-",71.54%,M11-5
7.5529,8.22E+03,2-Fluoro-4-nitrophenol,45.90%,M11-5
23.2973,8.09E+03,"6-Bromo-1,4,8,11-tetrathiacyclotetradecane",47.31%,M11-5
20.5762,8.00E+03,"Acetamide, N-(1,1-dioxo-2,3-dihydro-1H-1.lambda.(6)-thiophen-3-yl)-2-(4-methoxyphenoxy)-",78.13%,M11-5
6.7279,7.86E+03,"3-Nitro-1-nitromethyl-1H-[1,2,4]triazole",82.90%,M11-5
13.9972,7.77E+03,"Methyl 4-(6-methyl-1H-imidazo[2,1-c][1,4]benzoxazin-2-yl)phenyl ether  #",66.55%,M11-5
9.068,7.75E+03,"1H-Benzimidazole, 1,2-diphenyl-",57.41%,M11-5
9.8411,7.68E+03,"Benzoic acid, 4-[(1-methyl-2-imidazolylthio)acetyl]-, methyl ester",60.35%,M11-5
20.3635,7.68E+03,"1,2-Benzenediol, O-(3-cyclopentylpropionyl)-O'-(2-furoyl)-",41.45%,M11-5
8.4713,7.60E+03,Chloromethyl propanoate,57.92%,M11-5
26.2373,7.46E+03,"7,12a-Dimethyl-1,2,3,4,4a,11,12,12a-octahydrochrysene",42.12%,M11-5
7.1638,7.43E+03,"Terbutaline, N-trifluoroacetyl-o,o,o-tris(trimethylsilyl)deriv.",56.64%,M11-5
18.4807,7.33E+03,"2-Indolinemalonic acid, 3,3-dimethyl-, diethyl ester",50.87%,M11-5
14.3967,7.27E+03,"Pyridine-3-carboxamide, 2-(2,2,2-trifluoroethoxy)-N-(4-chlorophenyl)-N-ethyl-",47.90%,M11-5
14.3293,7.17E+03,"l-Alanine, N-(cyclohexylcarbonyl)-, nonyl ester",65.57%,M11-5
15.7409,7.13E+03,"3-Chloro-4-phenoxy-5,6-diphenylpyridazine",49.51%,M11-5
22.2902,7.12E+03,"2-Amino-5-phenyl-1-[((E)-phenylmethylindene)amino]-1H-pyrrole-3,4-dicarbonitrile",45.79%,M11-5
7.0289,7.08E+03,"Ethanedione, di-3-pyridinyl-",58.54%,M11-5
9.7114,7.07E+03,"2-Buten-1-ol, (E)-",69.29%,M11-5
21.2705,7.04E+03,"2-Propenoic acid, 3-(4-ethoxy-3,5-dimethoxyphenyl)-, ethyl ester",43.48%,M11-5
22.065,6.94E+03,"á-d-Glucopyranoside, 2-[[4-(trimethylsilyl)oxy]phenyl]ethyl, tetrakis(trimethylsilyl) ",56.71%,M11-5
16.2913,6.93E+03,5-Methyl-4-triphenylsilyl-2-(1-bromo-2-phenylethenyl)-pyridine,51.83%,M11-5
16.3664,6.82E+03,Benzo[f]quinoline,74.54%,M11-5
26.0621,6.75E+03,"Cobalt, (ü5-2,4-cyclopentadien-1-yl)[(1,2,3,4-ü)-5-(3,3,3-trifluoro-1-propynyl)-1,3-cyclopentadiene]-",43.91%,M11-5
6.8109,6.67E+03,"Thiirane, ethenyl-",58.01%,M11-5
10.2303,6.43E+03,"Phosphinodithioic acid, diphenyl-, 2-amino-2-oxoethyl ester",59.05%,M11-5
14.1996,6.38E+03,"3',4',5,7,8-Pentamethoxyflavone",40.11%,M11-5
15.9598,6.26E+03,Metaphanine,49.40%,M11-5
23.6163,6.13E+03,"Thieno[2,3-b]pyridine, 5-ethyl-3-nitro-",40.31%,M11-5
21.5208,6.03E+03,"3-Fluorobenzoic acid, morpholide",56.59%,M11-5
21.7772,5.94E+03,"Silane, (1,1-dimethylethyl)dimethyl(octadecyloxy)-",53.76%,M11-5
12.3109,5.85E+03,"Thallium, (ü5-2,4-cyclopentadien-1-yl)-",59.00%,M11-5
23.2285,5.71E+03,"1-Naphthalenepentanoic acid, á,á-dimethyl-ë-oxo-",52.90%,M11-5
21.9336,5.50E+03,"Propanedinitrile, 2-bis(3,3-dimethyl-2-oxobutylthio)methylene-",49.45%,M11-5
11.6156,5.36E+03,"2-Oxazoline, 5-octyl-2-phenyl-",77.21%,M11-5
8.0925,5.36E+03,"1H-Pyrazole-1-acetonitrile, à-(4-fluorophenyl)-4,5-dihydro-3,5,5-trimethyl-",51.38%,M11-5
22.728,5.29E+03,"Benzofuran, 2,3-dihydro-7-methoxy-3-methyl-5-(1-propenyl)-2-(3,4,5-trimethoxyphenyl)-, [2R-[2à,3á,5(E)]]-",43.91%,M11-5
18.3368,5.29E+03,"2,6-Bis(1,1-dimethylethyl)-4-thiocyanophenol",41.43%,M11-5
19.9757,5.27E+03,"Benzene, 1-iodo-3-methyl-",43.38%,M11-5
20.6388,5.19E+03,"Phthalic acid, monoamide, N,N-dioctyl, isohexyl ester",45.44%,M11-5
19.2876,5.17E+03,"4-Azafluorenone, phenylimine",43.12%,M11-5
9.2496,5.15E+03,"Tricyclo[2.2.1.0(1,4)]heptan-2-one, 6-nitro-",62.15%,M11-5
20.8389,5.08E+03,"Ergotaman-3',6',18-trione, 12'-hydroxy-2'-(1-methylethyl)-5'-(2-methylpropyl)-, (5'à)-",60.91%,M11-5
9.1925,5.05E+03,Pyridine,54.57%,M11-5
18.0929,4.94E+03,"2,3,5,6-Pyridinetetracarbonitrile",68.42%,M11-5
9.0005,4.90E+03,"4-(1-Methylpropylthio)pyrido[3,2-c]pyridazine",50.01%,M11-5
26.4124,4.90E+03,"Benzoic acid, 2,4-dihydroxy-, (3-diethylamino-1-methyl)propyl ester",40.58%,M11-5
6.7072,4.88E+03,"Phenol, 2,6-dinitro-",48.70%,M11-5
6.6449,4.88E+03,5-Hydrazino-6-azauracil,48.17%,M11-5
10.6557,4.82E+03,1-(Anilinomethylene)-2-indanone,51.11%,M11-5
18.1742,4.79E+03,"3-Buten-2-one, 4-(2,6-dimethoxy-4-pentylphenyl)-",47.72%,M11-5
17.6487,4.72E+03,(2-Ethyl-butanoyl)thiourea,62.69%,M11-5
22.1275,4.70E+03,"Phenol, 2,4-dichloro-6-nitro-",59.41%,M11-5
18.5683,4.68E+03,[439280] 5-hydroxy-L-tryptophan 1 [22.224],54.20%,M11-5
11.2991,4.61E+03,"Propane, 1,1,1-trifluoro-",53.35%,M11-5
10.1784,4.60E+03,2-Iodo-4-methyl-6-nitrophenol,47.69%,M11-5
18.9999,4.58E+03,1-Benzoyl-2-t-butyl-5-methoxy-3-methylimidazolidin-4-one,65.86%,M11-5
20.645,4.56E+03,"Pyrazine, 3,6-dimethyl-2,5-diphenyl-",58.35%,M11-5
8.6685,4.49E+03,"[1,2,4]-Triazolo[1,5-a]pyrimidine-2-sulfonylamide, 5,6,7-trimethyl-",49.00%,M11-5
14.3708,4.49E+03,"Silane, dimethyl(2-naphthoxy)tetradecyloxy-",66.30%,M11-5
19.8318,4.47E+03,1-(5-Methoxy-2-methyl-benzofuran-3-yl)-2-morpholin-4-yl-ethanone,45.46%,M11-5
15.059,4.42E+03,"Silane, [1,2-cyclohexanediylbis(oxy)]bis[trimethyl-, trans-",76.72%,M11-5
12.1241,4.37E+03,"Terbutaline, N-trifluoroacetyl-o,o,o-tris(trimethylsilyl)deriv.",86.29%,M11-5
25.1176,4.12E+03,"Methanone, (4-bromo-3,5-dimethyl-1-pyrazolyl)(5-chloro-2-methoxyphenyl)-",54.04%,M11-5
10.6246,4.12E+03,"Methanol, (1,4-dihydrophenyl)-",58.84%,M11-5
23.0596,4.08E+03,"4,7-Dichloro-2-[trichloromethyl]quinazoline",44.60%,M11-5
14.8896,4.07E+03,"3-Methyl-1,2-diphenyl-3-(2-thienyl)cyclopropene",61.44%,M11-5
12.4821,4.05E+03,"2,4(1H,3H)-Quinolinedione, 3-benzoyl-3-(phenylmethyl)-",68.12%,M11-5
20.4198,4.02E+03,"1,3-Dithiane, 2-(5-bromopentyl)-2-(phenylmethyl)-",55.20%,M11-5
20.1821,3.98E+03,"Isophthalic acid, 2-methylprop-2-en-1-yl propyl ester",51.76%,M11-5
24.5108,3.93E+03,Magnesium phthalocyanine,43.36%,M11-5
12.9283,3.91E+03,"Thiazolo[5,4-d]thiazole-2(3H)-thione, 3-ethyl-5-methyl-",40.41%,M11-5
8.4505,3.89E+03,"1,2,4-Triazolo[4,3-b]pyridazine, 8-methyl-",48.00%,M11-5
26.0871,3.87E+03,"2,4-Diphenyl-11H-pyrimido[4,5-b]benzo[e]indole",40.74%,M11-5
19.175,3.87E+03,"2,3-Diphenyl-5-benzoyloxy-quinoxaline",63.40%,M11-5
15.9911,3.82E+03,"Glycine, N-(4-ethylbenzoyl)-, heptyl ester",59.75%,M11-5
23.6914,3.78E+03,"2,6-Difluoro-3-methylbenzoic acid, nonadecyl ester",48.78%,M11-5
21.3268,3.65E+03,"Silane, dimethyl(octadecyloxy)propyl-",59.45%,M11-5
22.6717,3.64E+03,"4,7-Dichloro-2-[trichloromethyl]quinazoline",43.07%,M11-5
14.8585,3.63E+03,"Silane, dimethyldihexyloxy-",61.26%,M11-5
9.2185,3.59E+03,"1,1,1,3,3-Pentafluoroacetone, fluoroimine",62.72%,M11-5
24.2919,3.59E+03,"Thieno[2,3-b]pyridine, 5-ethyl-3-nitro-",48.26%,M11-5
23.4537,3.53E+03,3'-Amino-6-methoxyaurone,54.05%,M11-5
11.6571,3.52E+03,2-Chloroethylamine,58.08%,M11-5
17.7676,3.51E+03,"1,3-Dipentyl-heptabarbital",54.15%,M11-5
23.1659,3.49E+03,"Benzaldehyde, 2,4-dimethoxy-5-[3-(4-methoxyphenyl)-1-oxo-2-propenyl]-, (E)-",41.96%,M11-5
10.8218,3.45E+03,"Dimethyl-3,4-methylenedioxyamphetamine, N,N-",70.11%,M11-5
10.3652,3.43E+03,"1,3-Butadiyne",77.96%,M11-5
6.4841,3.29E+03,"1,2,3-Benzenetriol",64.57%,M11-5
13.5873,3.28E+03,"3,5,1,7-[1,2,3,4]Butanetetraylnaphthalene-1,6(2H)-diol, octahydro-",69.01%,M11-5
24.5608,3.27E+03,"6(2H)-Benzofuranone, 2-(1,3-benzodioxol-5-yl)-3,3a,4,5-tetrahydro-5-methoxy-3-methyl-3a-(2-propenyl)-, [2S-(2à,3á,3aà,5á)]-",52.52%,M11-5
21.1392,3.26E+03,"2,2'-[1,2-Ethanediylidene]bis[N'-[4-fluorophenyl]hydrazinecarboximidamidate]",55.92%,M11-5
24.1042,3.26E+03,"Cobalt, (ü5-2,4-cyclopentadien-1-yl)[(1,2,3,4-ü)-5-(3,3,3-trifluoro-1-propynyl)-1,3-cyclopentadiene]-",63.32%,M11-5
24.7047,3.25E+03,"1,2-Di(2,3,7,8,12,13,17,18-Octaethyl-7,8-dihydro-21H,23H-porphinyl-10)ethane",48.30%,M11-5
9.2807,3.22E+03,"Pyridine, 4-iodo-",56.11%,M11-5
9.784,3.21E+03,4-Nitropyridazine 1-oxide,58.10%,M11-5
18.4369,3.17E+03,"Benzoic acid, 3-(5-chloro-2-methoxybenzoyl)-4-hydroxy-",46.80%,M11-5
10.7336,3.14E+03,Aluminum trifluoroacetylacetonate,46.60%,M11-5
23.8978,3.10E+03,3'-Amino-6-methoxyaurone,53.86%,M11-5
22.9407,3.09E+03,"Benzenepropanamine, N-ethyl-N-(3-phenylpropyl)-",43.95%,M11-5
15.3155,3.01E+03,"Malonic acid, heptyl 2,2,3,3,4,4,5,5-octafluoropentyl ester",59.00%,M11-5
15.3343,2.86E+03,"3H-Quinazolin-4-one, 3-[(4-ethoxybenzylidene)amino]-2-methyl-",41.30%,M11-5
10.2769,2.84E+03,"2,4-Pentadienenitrile",66.63%,M11-5
25.08,2.84E+03,Bromopropylate,47.10%,M11-5
11.4081,2.81E+03,4-Phenylbut-3-ene-1-yne,51.58%,M11-5
11.1538,2.76E+03,"1,3-Butadiyne",84.54%,M11-5
10.4326,2.76E+03,"Phosphoric acid, dimethyl pentyl ester",69.30%,M11-5
18.9874,2.75E+03,2-Butenedioyl dichloride,50.13%,M11-5
15.2029,2.71E+03,"Acetic acid, trifluoro-, 3-methylphenyl ester",59.53%,M11-5
17.0482,2.66E+03,"Acetamide, 2-(2-ethyl-1-benzimidazolyl)-",44.76%,M11-5
26.2936,2.62E+03,"5-(Aminomethylene)-2,4,6(1H,3H,5H)-pyrimidinetrione tritms",48.73%,M11-5
14.1269,2.59E+03,"Oxazolo[4,5-b]pyridine, 2-(3-fluorophenyl)-",55.66%,M11-5
25.5116,2.55E+03,"2,4-Diphenyl-11H-pyrimido[4,5-b]benzo[e]indole",48.93%,M11-5
19.7317,2.53E+03,"Heptadecanoic acid, 3-(acetyloxy)-16-methyl-, methyl ester",48.27%,M11-5
24.7735,2.51E+03,"Coumaran-6,7-diol-3-one, 2-benzylidene-",59.68%,M11-5
23.4349,2.48E+03,"2,5,8,11,14,19,22,25,28,31-Decaoxatricyclo[30.2.2.2(15,18)]octatriconta-15,17,32,34,35,37-hexadiene",46.02%,M11-5
20.3823,2.44E+03,"Silane, dimethyl(4-cyanophenoxy)heptadecyloxy-",62.31%,M11-5
23.1034,2.37E+03,"Heptanamide, N-hexyl-N-[3-[[(4-methylphenyl)sulfonyl]amino]propyl]-",45.23%,M11-5
22.7656,2.31E+03,"2-Propenoic acid, 3-phenyl-, 2-phenylethyl ester",55.74%,M11-5
14.4279,2.30E+03,"1,3-Butadiyne",70.61%,M11-5
10.5208,2.27E+03,"9-Acridanone, 1-ethoxy-2,3,4-trimethoxy-10-methyl-",48.90%,M11-5
13.5406,2.22E+03,"Silane, dimethylpentyloxyundecyloxy-",48.30%,M11-5
23.9541,2.17E+03,2-(2-Acetyl-1-methylcyclopropyl)thiophene,41.13%,M11-5
11.6208,2.16E+03,Cyclopentadienylrhodiumbis(trimethylphosphite),46.94%,M11-5
24.8111,2.15E+03,"6H-Dibenzo[a,g]quinolizine-2,9-diol, 5,8,13,13a-tetrahydro-3,10-dimethoxy-, (ñ)-",44.19%,M11-5
20.7951,2.13E+03,"Succinic acid, hexadecyl tetrahydrofurfuryl ester",43.13%,M11-5
13.7274,2.09E+03,"Pentafluoropropanamide, N,N-bis(2-ethylhexyl)-",56.20%,M11-5
26.181,2.06E+03,1-(4-Iodophenyl)-5-(2-dimethylaminoethenyl)-1H-tetrazole,59.82%,M11-5
24.0229,2.03E+03,4-Methoxy-2-([3-(2-naphthyloxy)propyl]sulfanyl)pyrimidine  #,43.39%,M11-5
9.1821,2.02E+03,Difluoromethyl difluoromethanesulfonate,72.44%,M11-5
23.0908,2.01E+03,"Pyridine, 1,2,3,4-tetrahydro-1-(trifluoroacetyl)-5-[1-(trifluoroacetyl)-2-piperidinyl]-",65.44%,M11-5
12.2227,2.00E+03,Bicyclo[3.2.0]hept-6-ene,68.07%,M11-5
25.8619,2.00E+03,Hexamethyldiethyloctasilsesquioxane,49.63%,M11-5
24.1355,1.99E+03,"1,5-Bis(4-fluorophenyl)-1,3,5-trioxapentane",53.26%,M11-5
23.9416,1.98E+03,"2,6-Difluoro-3-methylbenzoic acid, nonadecyl ester",52.05%,M11-5
11.5015,1.89E+03,"L-Threonine, N-[(1H-purin-6-ylamino)carbonyl]-",79.67%,M11-5
22.8281,1.87E+03,"Alstophyllan-19-one, 4-demethyl-4-(trifluoroacetyl)-",48.10%,M11-5
24.9299,1.84E+03,2-(4-Methylphenyl)-3-(4-methoxyphenyl)-dihydro-4(1H)quinazolinone,74.17%,M11-5
21.502,1.80E+03,"2,2,6-Triphenyl-1,3-dioxa-6-aza-2-silacyclooctane",66.09%,M11-5
25.912,1.76E+03,"2-Oxazolidinone, 3,3'-(1,4-phenylene)bis[5-phenyl-",43.11%,M11-5
8.0666,1.75E+03,"Oxalic acid, monoamide, N-allyl-, isobutyl ester",50.02%,M11-5
7.693,1.72E+03,"Hydroperoxide, 1-methylethyl",60.91%,M11-5
24.6422,1.70E+03,"2,6-Difluoro-3-methylbenzoic acid, nonadecyl ester",60.62%,M11-5
22.14,1.65E+03,Chloromethyl 2-chloropropanoate,41.05%,M11-5
11.0864,1.63E+03,2-Amino-7-n-hexyl-4-hydroxypteridine,57.37%,M11-5
13.992,1.63E+03,"Methyl-methylester-2,3-di-O-methyl-4-O-(2,3,4,6-tetra-O-methylád-glucopyranosyl)àd-galactopyranosid uronate",56.45%,M11-5
24.6547,1.56E+03,"2(5H)-Furanone, 5-(bromomethyl)-5-phenyl-",66.39%,M11-5
18.024,1.55E+03,"1,3,5-Benzenetricarboxylic acid, triphenyl ester",48.31%,M11-5
23.2722,1.53E+03,"6(2H)-Benzofuranone, 2-(1,3-benzodioxol-5-yl)-3,3a,4,5-tetrahydro-5-methoxy-3-methyl-3a-(2-propenyl)-, [2S-(2à,3á,3aà,5á)]-",41.12%,M11-5
23.1346,1.49E+03,"Perhydro-htx, 1-methoxycarbonyl-2-depentyl-, methoxyformate(ester)",41.48%,M11-5
6.401,1.48E+03,Methanesulfinyl chloride,58.97%,M11-5
17.3672,1.43E+03,"6,21-Cyclo-4,5-secoakuammilan-17-oic acid, 1,2-dihydro-4,5-dihydroxy-, methyl ester, (2.xi.,6à)-",46.90%,M11-5
10.7491,1.42E+03,2-Dimethyl(pentafluorophenyl)silyloxypentadecane,47.63%,M11-5
21.3143,1.41E+03,"Silane, (5á-pregnane-3à,11á,20á-triyltrioxy)tris[trimethyl-",57.90%,M11-5
20.914,1.38E+03,"N,N'-Di(4-nitrophenyl)-3,6-dioxaoctanedicarboxamide",50.32%,M11-5
17.73,1.37E+03,"Pyrrolidine, 1-[2-(1,3-cyclopentadien-1-yl)ethyl]-",76.70%,M11-5
18.7184,1.34E+03,"1,6,10,22-Tetraazatricyclo[9.7.6.112,16]pentacosa-12,14,16(25)-triene-18,23-dione, 6,10-diacetyl-15-methoxy-17-[(4-methoxyphenyl)methyl]-",50.42%,M11-5
24.4295,1.31E+03,"11,15-Dimethyltritriacontane",51.92%,M11-5
19.788,1.27E+03,Bis(heptamethylcyclotetrasiloxy)siloxane,40.66%,M11-5
18.3869,1.24E+03,"2,3,7,7,12,13,17,18-Octaethyl-21H,23H-porphine-8-one",48.40%,M11-5
13.6288,1.23E+03,8-Amino-5-[n-decoxy]-6-methoxy-4-methylquinoline,46.68%,M11-5
18.3556,1.22E+03,"N-(9,10-Dioxo-9,10-dihydro-anthracen-1-yl)-3,4-dimethoxy-benzamide",59.03%,M11-5
22.2651,1.22E+03,"3,4-Dimethoxybenzoylformic acid, TMS",43.19%,M11-5
14.7029,1.17E+03,Ethyl [5-hydroxy-1-(6-methoxy-4-methyl-3-quinolinyl)-3-methyl-1H-pyrazol-4-yl]acetate  #,70.60%,M11-5
23.3223,1.16E+03,"Diundecyl 1,4-dihydro-2,6-dimethyl-3,5-pyridinedicarboxylate",50.38%,M11-5
14.9623,1.13E+03,"Beryllium, pentakis[æ-(acetato-O:O')]-æ-hydroxy-æ4-oxotetra-",63.22%,M11-5
17.3109,1.09E+03,"Boroxin, tridecyl-",89.00%,M11-5
25.6805,1.02E+03,"Fumaric acid, di(2,6-dimethoxyphenyl) ester",52.54%,M11-5
