RT,Area,Metabolite,Confidence,SampleID,plant,time,species,adonitol,nm area
13.8104,25920502,glucose,0.941,M8-1,8,1,yf,0.94,27575002.13
13.8104,20602576,glucose,0.9444,M9-4,9,4,yf,0.874,23572741.42
13.8104,18510978,glucose,0.9423,M10-1,10,1,yf,1.07,17299979.44
13.8104,1742229,glucose,0.8656,M11-2,11,2,ya,0.933,1867340.836
13.8104,1518086,glucose,0.8665,M11-4,11,4,ya,0.786,1931407.125
13.8104,1164450,glucose,0.8185,M11-5,11,5,ya,0.976,1193084.016
13.8104,25890994,glucose,0.9423,M12-2,12,2,yf,1.17,22129054.7
13.8105,1798751,glucose,0.801,M3-2,3,2,ya,0.959,1875652.763
13.8105,2468758,glucose,0.9423,M5-2,5,2,ya,0.945,2612442.328
13.8105,3062255,glucose,0.945,M5-5,5,5,ya,0.928,3299843.75
13.8105,3953174,glucose,0.9322,M6-1,6,1,ya,1.21,3267085.95
13.8105,1727786,glucose,0.8685,M11-1,11,1,ya,1.05,1645510.476
13.8105,27114264,glucose,0.941,M12-1,12,1,yf,1.11,24427264.86
13.8105,17620222,glucose,0.9403,M12-4,12,4,yf,0.947,18606359.03
13.8154,5087844,glucose,0.9163,M1-1,1,1,ya,1.05,4845565.714
13.8154,7717351,glucose,0.9421,M10-5,10,5,yf,0.73,10571713.7
13.8155,530313,glucose,0.8114,M1-3,1,3,ya,1.130067207,469275.6295
13.8155,64579,glucose,0.5528,M3-5,3,5,ya,0.892,72397.98206
13.8155,71221681,glucose,0.931,M7-2,7,2,yf,1.23,57903805.69
13.8155,28667939,glucose,0.942,M12-5,12,5,yf,1.01,28384098.02
13.8156,698930,glucose,0.6559,M4-1,4,1,ya,1.32,529492.4242
13.8156,14118262,glucose,0.8675,M7-1,7,1,yf,1.24,11385695.16
13.8156,49741182,glucose,0.939,M7-4,7,4,yf,0.985,50498661.93
13.8156,25400051,glucose,0.9403,M8-2,8,2,yf,0.957,26541328.11
13.8156,61712189,glucose,0.937,M9-5,9,5,yf,1.03,59914746.6
13.8157,66883045,glucose,0.935,M2-1,2,1,yf,1.26,53081781.75
13.8157,37681138,glucose,0.938,M4-4,4,4,ya,0.59,63866335.59
13.8157,20234575,glucose,0.939,M8-4,8,4,yf,1.01,20034232.67
13.8206,45214855,glucose,0.939,M4-2,4,2,ya,1.09,41481518.35
13.8206,26987880,glucose,0.5762,M6-3,6,3,ya,0.991329883,27223914.53
13.8207,13607001,glucose,0.513,M4-3,4,3,ya,1.08069455,12590977.72
13.8208,59787399,glucose,0.929,M7-1,7,1,yf,1.24,48215644.35
13.8209,74308872,glucose,0.93,M9-1,9,1,yf,1.08,68804511.11
13.8209,65846945,glucose,0.934,M9-2,9,2,yf,1.25,52677556
13.8259,5568801,"Tritriacontane, 3-methyl-",0.5399,M4-6,4,6,ya,1.134936486,4906707.174
13.8259,3570,(2-Thienylmethyl)cymantrene,0.533,M5-1,5,1,ya,0.973,3669.064748
13.826,45373696,"Phosphonic acid, methylenebis-, tetrakis(trimethylsilyl) ester",0.5999,M3-3,3,3,ya,1.049216459,43245314.72
13.826,22440565,"Phosphonic acid, methylenebis-, tetrakis(trimethylsilyl) ester",0.5853,M6-6,6,6,ya,0.872489243,25720162.37
13.826,2975604,"Tritriacontane, 3-methyl-",0.5353,M11-3,11,3,ya,1.052280991,2827765.612
13.8312,60663,Sigmodal-permethylated,0.583,M2-3,2,3,yf,1.027223171,59055.32673
13.8313,46488563,ascorbic acid,0.5095,M3-6,3,6,ya,0.902066748,51535613.21
13.8313,6567,"Octaneperoxoic acid, 1,1-dimethylethyl ester",0.703,M6-1,6,1,ya,1.21,5427.272727
13.8362,4040,"1,2-Bis(1,4,7-trioxa-10-azacyclododec-10-yl)-ethane",0.5834,M1-2,1,2,ya,1.02,3960.784314
13.8362,8740,8-Nitroquinoline 1-oxide,0.5602,M3-1,3,1,ya,0.949,9209.694415
13.8362,11809,2-(4-Methoxyphenyl)-2-(4-trimethoxysilyloxy)propane,0.6149,M6-5,6,5,ya,0.964,12250
13.8364,2641,bis[tert-Butyl(dimethyl)silyl]-but-2-enedioate,0.6834,M4-4,4,4,ya,0.59,4476.271186
13.8415,11293,"Silane, (hexadecyloxy)trimethyl-",0.7522,M2-5,2,5,yf,0.825,13688.48485
13.8415,166802,allo-inositol,0.5155,M2-6,2,6,yf,1.073152649,155431.7554
13.8415,8945,2-(4-Methoxyphenyl)-2-(4-trimethoxysilyloxy)propane,0.6877,M7-2,7,2,yf,1.23,7272.357724
13.8415,120225,allo-inositol,0.558,M7-6,7,6,yf,0.978901865,122816.1926
13.8415,13424,2-(4-Methoxyphenyl)-2-(4-trimethoxysilyloxy)propane,0.5848,M9-5,9,5,yf,1.03,13033.00971
13.8416,6218,2-(4-Methoxyphenyl)-2-(4-trimethoxysilyloxy)propane,0.7818,M2-4,2,4,yf,0.947,6565.997888
13.8416,288076,"Propanedioic acid, [(2-methylphenyl)hydrazono]-, diethyl ester",0.5041,M6-6,6,6,ya,0.872489243,330177.1365
13.8416,13866,2-(4-Methoxyphenyl)-2-(4-trimethoxysilyloxy)propane,0.6834,M11-1,11,1,ya,1.05,13205.71429
13.8417,67294,2-(4-Methoxyphenyl)-2-(4-trimethoxysilyloxy)propane,0.5783,M7-3,7,3,yf,1.165711342,57727.84184
13.8417,148695,allo-inositol,0.6165,M12-3,12,3,yf,1.069914829,138978.3523
13.8466,26313265,"Phosphonic acid, methylenebis-, tetrakis(trimethylsilyl) ester",0.6168,M1-3,1,3,ya,1.130067207,23284690.35
13.8466,18771,2-(4-Methoxyphenyl)-2-(4-trimethoxysilyloxy)propane,0.5969,M1-5,1,5,ya,1.08,17380.55556
13.8466,168305,"Quinoline, 5-chloro-8-ethoxy-7-iodo-",0.5171,M9-6,9,6,yf,1.067246333,157700.2373
13.8466,4898,"1-Decanol, 7-[(trimethylsilyl)oxy]-, trifluoroacetate",0.6498,M10-4,10,4,yf,1.05,4664.761905
13.8467,5992,"1-Pyridineacetamide, 3-cyano-N-(4-fluorophenyl)-1,2-dihydro-4,6-dimethyl-2-oxo-",0.899,M2-2,2,2,yf,1.01,5932.673267
13.8467,6183,"Adamantane-1-carboxylic acid, 3,5-bis(2,2,2-trifluoroethyl)-",0.957,M7-1,7,1,yf,1.24,4986.290323
13.8467,15927,2-(4-Methoxyphenyl)-2-(4-trimethoxysilyloxy)propane,0.6037,M7-4,7,4,yf,0.985,16169.54315
13.8467,36345,5-Allyl-1-benzoyl-5-benzyl-2-t-butyl-3-methylimidazolidin-4-one,0.7334,M7-5,7,5,yf,1.01,35985.14851
13.8467,14665,2-(4-Methoxyphenyl)-2-(4-trimethoxysilyloxy)propane,0.6419,M8-1,8,1,yf,0.94,15601.06383
13.8467,6287,"Silane, (hexadecyloxy)trimethyl-",0.7234,M10-1,10,1,yf,1.07,5875.700935
13.8467,6911,"Silane, (hexadecyloxy)trimethyl-",0.8178,M12-2,12,2,yf,1.17,5906.837607
13.8468,19248,"(2,3-Dihydro-indol-1-yl)-(2-methoxy-4-methylsulfanyl-phenyl)-methanone",0.6173,M2-1,2,1,yf,1.26,15276.19048
13.8468,13892,2-(4-Methoxyphenyl)-2-(4-trimethoxysilyloxy)propane,0.5554,M4-4,4,4,ya,0.59,23545.76271
13.8468,15643,2-(4-Methoxyphenyl)-2-(4-trimethoxysilyloxy)propane,0.5748,M8-2,8,2,yf,0.957,16345.87252
13.8468,15836,2-(4-Methoxyphenyl)-2-(4-trimethoxysilyloxy)propane,0.6684,M12-1,12,1,yf,1.11,14266.66667
13.8468,7320,"2-(2-Furyl)-4,6-diphenyl-1,3,5-triazine",0.8188,M12-4,12,4,yf,0.947,7729.67265
13.8517,3713,"3,6-Dinitro-9-isopropyl-carbazole",0.7911,M10-5,10,5,yf,0.73,5086.30137
13.8518,7770,"Silane, (hexadecyloxy)trimethyl-",0.7352,M3-5,3,5,ya,0.892,8710.762332
13.8518,12313,"Silane, (hexadecyloxy)trimethyl-",0.646,M4-2,4,2,ya,1.09,11296.33028
13.8518,14788,2-(4-Methoxyphenyl)-2-(4-trimethoxysilyloxy)propane,0.6649,M5-1,5,1,ya,0.973,15198.3556
13.8518,145852,allo-inositol,0.5356,M10-6,10,6,yf,1.004145856,145249.8152
13.8519,7011,1-(Dimethyldodecylsilyloxy)pentane,0.7973,M1-4,1,4,ya,0.736,9525.815217
13.8519,57730602,ascorbic acid,0.5965,M1-6,1,6,ya,1.065342613,54189705.09
13.8519,5314,"Benzamide, N-(2'-acetyl-4'-methoxyphenyl)-4-methoxy-",0.6196,M3-4,3,4,ya,0.926,5738.660907
13.8519,2130,"Adamantane-1-carboxylic acid, (2-nitro-phenyl)-amide",0.7321,M4-5,4,5,ya,0.974,2186.858316
13.8519,8263,"2-Furancarboxamide, N,5-bis(4-fluorophenyl)-",0.7985,M5-4,5,4,ya,0.874,9454.23341
13.8519,7290,2-(4-Methoxyphenyl)-2-(4-trimethoxysilyloxy)propane,0.819,M6-4,6,4,ya,1.01,7217.821782
13.8519,15014,1-(Dimethyldodecylsilyloxy)pentane,0.7625,M11-2,11,2,ya,0.933,16092.17578
13.8519,11633,"Silane, (hexadecyloxy)dimethyl-2-propenyl-",0.6412,M11-5,11,5,ya,0.976,11919.05738
13.852,9227,2-(4-Methoxyphenyl)-2-(4-trimethoxysilyloxy)propane,0.6685,M3-2,3,2,ya,0.959,9621.480709
13.852,4893,"Silane, (hexadecyloxy)trimethyl-",0.7907,M5-2,5,2,ya,0.945,5177.777778
13.852,5840,"Silane, (hexadecyloxy)trimethyl-",0.8568,M5-5,5,5,ya,0.928,6293.103448
13.852,12427,2-(4-Methoxyphenyl)-2-(4-trimethoxysilyloxy)propane,0.6274,M6-1,6,1,ya,1.21,10270.24793
13.852,14320,2-(4-Methoxyphenyl)-2-(4-trimethoxysilyloxy)propane,0.6669,M6-2,6,2,ya,0.936,15299.1453
13.852,92666,Sigmodal-permethylated,0.565,M11-6,11,6,ya,0.703655099,131692.3591
13.857,9765,2-(4-Methoxyphenyl)-2-(4-trimethoxysilyloxy)propane,0.6191,M3-1,3,1,ya,0.949,10289.77871
13.8571,4455,"Silane, (hexadecyloxy)trimethyl-",0.835,M11-4,11,4,ya,0.786,5667.938931
13.8621,19352,2-(4-Methoxyphenyl)-2-(4-trimethoxysilyloxy)propane,0.5653,M1-1,1,1,ya,1.05,18430.47619
13.8622,7509,"Phenol, 4-[(5,6,7,8-tetrahydro-6-methyl-1,3-dioxolo[4,5-g]isoquinolin-5-yl)methyl]-, (R)-",0.5278,M7-2,7,2,yf,1.23,6104.878049
13.8622,65495,"Isophthalic acid, di(2-methylprop-2-en-1-yl) ester",0.6788,M10-6,10,6,yf,1.004145856,65224.58826
13.8624,15736,"l-Norvaline, n-propoxycarbonyl-, undecyl ester",0.7841,M2-1,2,1,yf,1.26,12488.88889
13.8624,169366,"Isophthalic acid, di(2-methylprop-2-en-1-yl) ester",0.6462,M7-3,7,3,yf,1.165711342,145289.8276
13.8624,72670,"Isophthalic acid, di(2-methylprop-2-en-1-yl) ester",0.6466,M12-3,12,3,yf,1.069914829,67921.29433
13.8673,4860,"Phenol, 4-[(5,6,7,8-tetrahydro-6-methyl-1,3-dioxolo[4,5-g]isoquinolin-5-yl)methyl]-, (R)-",0.5453,M12-5,12,5,yf,1.01,4811.881188
13.8675,1034,"2-(4-Chloro-3-methylphenoxy)-2,3-dihydro-1H-naphtho(1,8-de)-1,3,2-diazaphosphorine 2-oxide",0.5904,M6-4,6,4,ya,1.01,1023.762376
13.8676,121334,"Isophthalic acid, di(2-methylprop-2-en-1-yl) ester",0.6514,M2-3,2,3,yf,1.027223171,118118.4414
13.8726,6091,"Pyridine, 3-(1a,2,7,7a-tetrahydro-2-methoxy-1-phenyl-1,2,7-metheno-1H-cyclopropa[b]naphthalen-8-yl)-",0.638,M2-2,2,2,yf,1.01,6030.693069
13.8726,65217,"1-(2,4-Dinitrophenyl)-3-(4-chlorophenyl)-5-phenyl-1,2,4-triazole",0.7209,M4-6,4,6,ya,1.134936486,57463.12748
13.8726,10455,"l-Norvaline, n-propoxycarbonyl-, octyl ester",0.7234,M8-5,8,5,yf,1.19,8785.714286
13.8726,68737,Ampyrone,0.7883,M9-3,9,3,yf,1.046478288,65684.11478
13.8727,154481,"Coumarin-3-carboxamide, 6-methoxy-N-(4-iodophenyl)-",0.7028,M11-3,11,3,ya,1.052280991,146805.8449
13.8777,176101,"Coumarin-3-carboxamide, 6-methoxy-N-(4-iodophenyl)-",0.6413,M4-3,4,3,ya,1.08069455,162951.687
13.8777,89335,"Coumarin-3-carboxamide, 6-methoxy-N-(4-iodophenyl)-",0.6887,M6-3,6,3,ya,0.991329883,90116.31904
13.8778,2726,2-Amino-4-thiazoleacetic acid,0.7181,M1-5,1,5,ya,1.08,2524.074074
13.8778,9993650,"1,3-Benzenediol, o-(2-furoyl)-",0.8482,M4-6,4,6,ya,1.134936486,8805470.719
13.8778,3109,Vinyldimethyl(N-methylcarbamoyloxymethyl)silane,0.8263,M10-4,10,4,yf,1.05,2960.952381
13.8778,1351,"Stannane, methylenebis[trimethyl-",0.578,M11-4,11,4,ya,0.786,1718.829517
13.8779,76445,"2-Thiopheneacetamide, N,N-didecyl-",0.8685,M6-6,6,6,ya,0.872489243,87617.12605
13.8779,5505,"l-Norvaline, n-propoxycarbonyl-, heptyl ester",0.6638,M8-2,8,2,yf,0.957,5752.351097
13.8779,3863,"l-Norvaline, n-propoxycarbonyl-, undecyl ester",0.6884,M9-1,9,1,yf,1.08,3576.851852
13.8779,10716,"Pyridine, 3-(1a,2,7,7a-tetrahydro-2-methoxy-1-phenyl-1,2,7-metheno-1H-cyclopropa[b]naphthalen-8-yl)-",0.56,M12-1,12,1,yf,1.11,9654.054054
13.8829,109482,"Coumarin-3-carboxamide, 6-methoxy-N-(4-iodophenyl)-",0.6666,M1-3,1,3,ya,1.130067207,96880.96363
13.8832,7253,"Indantrione, 2-O-ethyloxime",0.5447,M8-4,8,4,yf,1.01,7181.188119
13.8882,3828,"1-Phenyl-2,4,5-trioxoimidazolidine",0.768,M9-5,9,5,yf,1.03,3716.504854
13.8883,1276,"4-Hydroxy-10-methyl-10-azatricyclo[6.4.1.0(2,7)]trideca-2,4,6-triene",0.6293,M5-2,5,2,ya,0.945,1350.26455
13.8984,10617069,"1,4-Naphthalenedione, 3,5-dihydroxy-2-methyl-",0.985,M6-3,6,3,ya,0.991329883,10709925.31
13.8985,1108,"N,N'-Di-acridin-9-yl-benzene-1,4-diamine",0.5197,M1-5,1,5,ya,1.08,1025.925926
13.8985,1646,"Isoquinoline, 1,2,3,4-tetrahydro-2-[(4-methylphenyl)sulfonyl]-",0.539,M5-1,5,1,ya,0.973,1691.675231
13.8986,46646448,"Talose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-",0.9407,M3-3,3,3,ya,1.049216459,44458364.7
13.8986,4757,"Phenol, 4-[(5,6,7,8-tetrahydro-6-methyl-1,3-dioxolo[4,5-g]isoquinolin-5-yl)methyl]-, (R)-",0.5697,M7-1,7,1,yf,1.24,3836.290323
13.8986,96953582,GLC-4a,0.9353,M11-3,11,3,ya,1.052280991,92136589.78
13.8987,89469560,GLC-4a,0.943,M5-3,5,3,ya,1.117931054,80031375.53
13.8987,49953949,GLC-4a,0.931,M6-6,6,6,ya,0.872489243,57254515.61
13.9037,47702214,"Glucopyranose, pentakis-O-trimethylsilyl-",0.9459,M5-6,5,6,ya,0.652816243,73071426.29
13.9037,4267,"Pentanamide, 2-(dimethylamino)-3-methyl-N-[3-(1-methylethyl)-7-(2-methylpropyl)-5,8-dioxo-2-oxa-6,9-diazabicyclo[10.2.2]hexadeca-10,12,14,15-tetraen-4-yl]-, [3R-[3R*,4S*(2S*,3S*),7S*]]-",0.839,M7-2,7,2,yf,1.23,3469.105691
13.9037,49515293,GLC-4a,0.947,M10-3,10,3,yf,0.904217838,54760358.54
13.9037,85486896,GLC-4a,0.954,M10-6,10,6,yf,1.004145856,85133942.94
13.9038,59570030,"Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, D-",0.9113,M1-6,1,6,ya,1.065342613,55916312.08
13.9038,152690941,"D-Glucose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-",0.9019,M8-3,8,3,yf,0.958779423,159255546.4
13.9088,104222061,GLC-4a,0.792,M6-3,6,3,ya,0.991329883,105133581.5
13.9089,5488,"2,4,6-TRIHYDROXYBENZOIC ACID",0.781,M1-5,1,5,ya,1.08,5081.481481
13.9089,162514160,"D-Glucose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-",0.8982,M7-6,7,6,yf,0.978901865,166016805
13.9089,5881,"2,4,6-TRIHYDROXYBENZOIC ACID",0.5144,M8-5,8,5,yf,1.19,4942.016807
13.9089,34213662,"Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, D-",0.6208,M9-6,9,6,yf,1.067246333,32057886.67
13.9089,94761,1-(Dimethyldodecylsilyloxy)hexadecane,0.5314,M10-6,10,6,yf,1.004145856,94369.75659
13.9089,157057145,"D-Glucose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-",0.9029,M12-6,12,6,yf,0.921003676,170528249.9
13.909,475230,"l-Leucine, N-[4-[2,6-bis(1,1-dimethylethyl)-4-methoxyphenoxy]-3-nitro-4-oxobutyl]-, 1,1-dimethylethyl ester, (s)-",0.5455,M1-6,1,6,ya,1.065342613,446081.8467
13.909,3256,"1,1,1,3,5,7,7,7-Octamethyl-3,5-bis(trimethylsiloxy)tetrasiloxane",0.981,M2-5,2,5,yf,0.825,3946.666667
13.909,34587476,"Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, D-",0.6231,M2-6,2,6,yf,1.073152649,32229782.08
13.909,2469,"Pentanamide, 2-(dimethylamino)-3-methyl-N-[3-(1-methylethyl)-7-(2-methylpropyl)-5,8-dioxo-2-oxa-6,9-diazabicyclo[10.2.2]hexadeca-10,12,14,15-tetraen-4-yl]-, [3R-[3R*,4S*(2S*,3S*),7S*]]-",0.8674,M4-1,4,1,ya,1.32,1870.454545
13.909,4344,"2,4,6-TRIHYDROXYBENZOIC ACID",0.829,M5-5,5,5,ya,0.928,4681.034483
13.909,2621,"Pentanamide, 2-(dimethylamino)-3-methyl-N-[3-(1-methylethyl)-7-(2-methylpropyl)-5,8-dioxo-2-oxa-6,9-diazabicyclo[10.2.2]hexadeca-10,12,14,15-tetraen-4-yl]-, [3R-[3R*,4S*(2S*,3S*),7S*]]-",0.7155,M6-4,6,4,ya,1.01,2595.049505
13.909,2497,"2,4,6-TRIHYDROXYBENZOIC ACID",0.578,M7-4,7,4,yf,0.985,2535.025381
13.909,4047,"2,4,6-TRIHYDROXYBENZOIC ACID",0.528,M9-5,9,5,yf,1.03,3929.126214
13.9091,1907,"Pentanamide, 2-(dimethylamino)-3-methyl-N-[3-(1-methylethyl)-7-(2-methylpropyl)-5,8-dioxo-2-oxa-6,9-diazabicyclo[10.2.2]hexadeca-10,12,14,15-tetraen-4-yl]-, [3R-[3R*,4S*(2S*,3S*),7S*]]-",0.9155,M2-1,2,1,yf,1.26,1513.492063
13.9091,107699374,GLC-4a,0.919,M3-6,3,6,ya,0.902066748,119391801.4
13.9091,39744038,"d-Glucose, 4-O-[6-deoxy-2,3,4-tris-O-(trimethylsilyl)-à-l-mannopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.6551,M7-3,7,3,yf,1.165711342,34094236.33
13.9091,171288244,"D-Glucose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-",0.8982,M12-3,12,3,yf,1.069914829,160095214.5
13.9091,4098,"2,4,6-TRIHYDROXYBENZOIC ACID",0.515,M12-4,12,4,yf,0.947,4327.349525
13.914,133374470,"D-Glucose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-",0.8916,M1-3,1,3,ya,1.130067207,118023484.9
13.9141,36421156,"d-Glucose, 4-O-[6-deoxy-2,3,4-tris-O-(trimethylsilyl)-à-l-mannopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.6259,M4-3,4,3,ya,1.08069455,33701619.03
13.9141,183827632,"Glucopyranose, 1,2,3,4,6-pentakis-O-(trimethylsilyl)-, D-",0.89,M9-3,9,3,yf,1.046478288,175663111.3
13.9141,224530383,"Adonitol, pentakis(trimethylsilyl) ether",0.7159,M9-6,9,6,yf,1.067246333,210382904.1
13.9142,52550711,1-Trimethylsilyl-4-(1-methyl-1-silacyclobutyl)benzene,0.6097,M4-6,4,6,ya,1.134936486,46302776.96
13.9143,183712488,"D-Glucose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-",0.8945,M2-3,2,3,yf,1.027223171,178843792.8
13.9143,2120,"2,4,6-TRIHYDROXYBENZOIC ACID",0.504,M8-4,8,4,yf,1.01,2099.009901
13.9192,167036613,"Adonitol, pentakis(trimethylsilyl) ether",0.7139,M4-3,4,3,ya,1.08069455,154564130.1
13.9193,143026623,[91476] lactitol [24.877],0.6492,M4-6,4,6,ya,1.134936486,126021697.9
13.9193,4978219,"1,15-Diacetyl-1,15-diazacyclooctacosane",0.5353,M9-3,9,3,yf,1.046478288,4757116.374
13.9194,125052,"Silane, 3,4-hexadien-1-yne-1,3,5,6-tetrayltetrakis[ethyldimethyl-",0.5267,M2-3,2,3,yf,1.027223171,121737.9081
13.9194,225190389,"Adonitol, pentakis(trimethylsilyl) ether",0.7119,M2-6,2,6,yf,1.073152649,209840034.7
13.9194,80482,4-Trfluoroacetyloxy-4-phenylbut-1-ene,0.6375,M6-6,6,6,ya,0.872489243,92244.11719
13.9195,213321142,"Adonitol, pentakis(trimethylsilyl) ether",0.7169,M7-3,7,3,yf,1.165711342,182996539.8
13.9195,66433,"Isophthalic acid, di(2-methylprop-2-en-1-yl) ester",0.7406,M11-6,11,6,ya,0.703655099,94411.31043
13.9246,1191,"3-Difluoroamino-1-(difluoroaminodifluoromethyl)-2,3-difluorodiaziridine",0.766,M9-5,9,5,yf,1.03,1156.31068
13.9297,98580,8-Amino-5-benzyloxy-6-methoxy-4-methylquinoline,0.6235,M11-3,11,3,ya,1.052280991,93682.20166
13.9299,117306,"Phenol, 4-[(5,6,7,8-tetrahydro-6-methyl-1,3-dioxolo[4,5-g]isoquinolin-5-yl)methyl]-, (R)-",0.6965,M3-6,3,6,ya,0.902066748,130041.3748
13.9299,63357,"Isophthalic acid, di(2-methylprop-2-en-1-yl) ester",0.6694,M5-3,5,3,ya,1.117931054,56673.44133
13.9351,163781,8-Amino-5-benzyloxy-6-methoxy-4-methylquinoline,0.5476,M12-3,12,3,yf,1.069914829,153078.5401
13.9401,1505965,"Threitol, 1,2,3,4-tetrakis-O-(trimethylsilyl)-, D-",0.7103,M7-5,7,5,yf,1.01,1491054.455
13.9402,440290,"Threitol, 1,2,3,4-tetrakis-O-(trimethylsilyl)-, D-",0.7128,M2-4,2,4,yf,0.947,464931.3622
13.9402,36239,Iodosobenzene,0.5537,M8-4,8,4,yf,1.01,35880.19802
13.9402,1775719,[6912] xylitol [15.376],0.6919,M12-4,12,4,yf,0.947,1875099.261
13.9452,2004945,[6912] xylitol [15.376],0.6856,M2-2,2,2,yf,1.01,1985094.059
13.9452,376746,[94154] arabitol [15.601],0.6845,M5-1,5,1,ya,0.973,387200.4111
13.9452,1785009,[6912] xylitol [15.376],0.6871,M7-2,7,2,yf,1.23,1451226.829
13.9452,957842,[6912] xylitol [15.376],0.6751,M8-5,8,5,yf,1.19,804909.2437
13.9452,1756604,[101713] glucoheptonic acid 3 [20.906],0.6469,M10-2,10,2,yf,0.923,1903146.262
13.9452,1100120,[6912] xylitol [15.376],0.6885,M10-4,10,4,yf,1.05,1047733.333
13.9452,1319371,[101713] glucoheptonic acid 3 [20.906],0.6343,M12-5,12,5,yf,1.01,1306307.921
13.9453,276715,[6912] xylitol [15.376],0.7066,M1-4,1,4,ya,0.736,375971.4674
13.9453,1791093,[6912] xylitol [15.376],0.6849,M2-5,2,5,yf,0.825,2171021.818
13.9453,515972,[94154] arabitol [15.601],0.6769,M3-4,3,4,ya,0.926,557205.1836
13.9453,604842,[6912] xylitol [15.376],0.6586,M4-1,4,1,ya,1.32,458213.6364
13.9453,473522,[6912] xylitol [15.376],0.6831,M4-5,4,5,ya,0.974,486162.2177
13.9453,538778,[94154] arabitol [15.601],0.6932,M6-4,6,4,ya,1.01,533443.5644
13.9453,1481814,[6912] xylitol [15.376],0.6932,M7-1,7,1,yf,1.24,1195011.29
13.9453,1025062,[156807] D-lyxosylamine 1 [14.737],0.6608,M7-4,7,4,yf,0.985,1040672.081
13.9453,1264990,[6912] xylitol [15.376],0.689,M8-1,8,1,yf,0.94,1345734.043
13.9453,1939772,[6912] xylitol [15.376],0.682,M9-5,9,5,yf,1.03,1883273.786
13.9453,2312344,"Threitol, 1,2,3,4-tetrakis-O-(trimethylsilyl)-, D-",0.707,M10-1,10,1,yf,1.07,2161069.159
13.9453,503638,[6912] xylitol [15.376],0.6575,M11-2,11,2,ya,0.933,539804.9303
13.9453,68551,2-(4-Methoxyphenyl)-2-(4-trimethoxysilyloxy)propane,0.6741,M11-3,11,3,ya,1.052280991,65145.14715
13.9453,487857,[6912] xylitol [15.376],0.6671,M11-5,11,5,ya,0.976,499853.4836
13.9453,1762317,[6912] xylitol [15.376],0.6852,M12-2,12,2,yf,1.17,1506253.846
13.9454,1619078,[6912] xylitol [15.376],0.6976,M2-1,2,1,yf,1.26,1284982.54
13.9454,564764,[6912] xylitol [15.376],0.6911,M3-2,3,2,ya,0.959,588909.2805
13.9454,407464,[6912] xylitol [15.376],0.7,M5-2,5,2,ya,0.945,431178.836
13.9454,64101,2-(4-Methoxyphenyl)-2-(4-trimethoxysilyloxy)propane,0.6238,M5-3,5,3,ya,1.117931054,57338.95643
13.9454,656399,[6912] xylitol [15.376],0.6861,M5-5,5,5,ya,0.928,707326.5086
13.9454,428960,[94154] arabitol [15.601],0.6458,M6-1,6,1,ya,1.21,354512.3967
13.9454,2551163,"Ribonic acid, 2,3,4,5-tetrakis-O-(trimethylsilyl)-, trimethylsilyl ester",0.6693,M9-1,9,1,yf,1.08,2362187.963
13.9454,1729104,"Arabinitol, pentakis-O-(trimethylsilyl)-",0.6855,M9-2,9,2,yf,1.25,1383283.2
13.9454,412641,[6912] xylitol [15.376],0.6816,M11-1,11,1,ya,1.05,392991.4286
13.9454,2505283,[6912] xylitol [15.376],0.6922,M12-1,12,1,yf,1.11,2257011.712
13.9503,57259,2-(4-Methoxyphenyl)-2-(4-trimethoxysilyloxy)propane,0.6838,M6-3,6,3,ya,0.991329883,57759.78409
13.9503,1164770,"Ribonic acid, 2,3,4,5-tetrakis-O-(trimethylsilyl)-, trimethylsilyl ester",0.6225,M10-5,10,5,yf,0.73,1595575.342
13.9504,632230,[6912] xylitol [15.376],0.6617,M1-1,1,1,ya,1.05,602123.8095
13.9504,851755,[6912] xylitol [15.376],0.6861,M1-2,1,2,ya,1.02,835053.9216
13.9504,636527,[6912] xylitol [15.376],0.6763,M1-5,1,5,ya,1.08,589376.8519
13.9504,543551,[6912] xylitol [15.376],0.6823,M3-1,3,1,ya,0.949,572761.8546
13.9504,406644,[6912] xylitol [15.376],0.704,M3-5,3,5,ya,0.892,455878.9238
13.9504,471083,[6912] xylitol [15.376],0.7047,M6-5,6,5,ya,0.964,488675.3112
13.9505,531695,D-GLUCONIC ACID (2),0.5082,M1-6,1,6,ya,1.065342613,499083.5753
13.9505,290563,"Pyrimidine, 2-(3-fluoro-4-methoxyphenyl)-5-propyl-",0.5723,M3-3,3,3,ya,1.049216459,276933.3224
13.9505,479662,[6912] xylitol [15.376],0.6813,M5-4,5,4,ya,0.874,548812.357
